"ID" "S6_DE.02.17982" "S6_DE.03.21762" "S6_DE.08.4808" "S6_GR.10824" "S6_GR.3810" "S6_GR.5549.D" "S6_GR.6296.D" "S6_GR.7150" "S6_GR.9320" "S6_M140" "S6_M141" "S6_M156"
"MSTRG.5774.4" 0 104 0 0 0 0 9 0 0 0 1 54
"MSTRG.5774.5" 0 0 0 0 0 0 0 0 0 0 0 34
"NM_006005" 8 0 0 0 0 0 0 0 0 0 13 10
"MSTRG.7129.1" 5 117 2 0 0 5 77 0 70 0 14 132
"NM_003079" 17 342 0 0 0 4 26 0 53 3 15 532
"MSTRG.5774.1" 1 0 0 0 0 1 0 0 65 4 0 0
"NM_006009" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_003076" 0 5 0 10 0 4 29 0 15 0 0 52
"NM_003075" 8 35 0 7 0 9 12 0 51 6 47 44
"NM_003074" 124 1333 5 11 0 12 49 31 119 20 257 1184
"NM_003073" 20 247 0 0 0 19 7 0 31 0 47 90
"NM_003072" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_003071" 8 455 0 0 0 0 6 0 16 0 50 747
"NM_003070" 224 698 6 18 0 16 13 0 0 22 496 767
"NM_001042415" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_172059" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.4259.1" 0 0 0 0 0 0 2 0 23 0 0 4
"MSTRG.19245.1" 2 10 0 0 0 0 2 0 2 1 0 4
"MSTRG.12747.1" 0 9 0 0 0 0 0 0 0 0 0 15
"NR_036053_1" 0 0 0 0 0 0 0 0 0 0 0 1
"NM_001291728" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.2415.1" 0 0 0 0 0 0 0 0 9 0 0 0
"NM_001257240" 4 67 2 6 0 8 0 0 0 7 3 108
"NM_001291722" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001291723" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.14626.1" 0 0 0 0 0 0 3 0 20 0 0 7
"NM_001291721" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001291726" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_016024" 12 128 0 4 0 0 4 0 4 0 28 148
"NM_152403" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_152402" 2 0 1 1 0 2 1 0 0 1 2 1
"NM_152401" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.3116.1" 0 0 0 0 0 0 1 0 12 0 0 3
"NM_152407" 11 446 0 3 0 2 10 0 4 0 37 403
"NM_152406" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_152405" 28 465 1 38 2 28 29 54 126 42 72 528
"NM_152404" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001173129" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001256599" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_152409" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_152408" 0 0 0 0 0 0 0 0 0 0 0 9
"NR_073006" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.21339.1" 0 0 0 0 0 0 0 0 40 0 0 2
"NM_016023" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_000140" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_104090" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_104091" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_104096" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_104097" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_104095" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_104098" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.4012.1" 0 0 0 0 0 1 1 0 19 0 0 4
"MSTRG.6754.1" 0 2 1 3 0 7 5 0 8 2 0 13
"MSTRG.21238.1" 0 0 0 0 0 0 0 0 19 0 0 0
"NR_003509_1" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_037484" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_037485" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_037486" 0 0 0 0 0 1 0 0 0 0 0 0
"NR_037487" 0 0 0 1 0 0 0 0 0 0 0 0
"NR_037480" 7 7 0 2 0 8 2 0 2 0 7 17
"NR_037481" 1 1 0 0 0 0 1 0 2 3 5 1
"NR_037482" 0 0 0 0 0 0 0 0 2 0 0 0
"NR_037483" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.20332.1" 0 33 0 0 0 0 0 0 0 0 32 31
"NR_037488" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_037489" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.15674.1" 0 3 0 0 0 0 4 0 12 0 0 4
"NM_001256793" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.12571.1" 0 0 0 0 0 0 4 0 13 0 0 3
"MSTRG.22448.1" 0 3 0 0 0 0 0 0 12 0 0 4
"NM_006959" 0 52 0 7 0 4 8 0 19 0 9 91
"NM_015980" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_023847" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001286633_3" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001286633_4" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001286633_5" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.17537.1" 0 20 0 0 0 0 0 0 6 0 0 7
"MSTRG.18883.1" 0 1 0 0 0 0 4 0 11 0 0 6
"NR_027467" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_027466" 1 1 1 1 0 1 1 0 1 0 2 4
"NR_027464" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.3128.1" 0 0 0 0 0 0 0 0 10 0 0 2
"NM_001127651" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001077395" 0 12 0 0 0 0 0 0 0 0 0 0
"NM_001077394" 4 65 0 0 0 0 0 0 3 0 10 67
"NM_001077397" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.4569.1" 0 0 0 0 0 0 0 0 22 0 0 5
"NM_001040613" 0 134 0 0 0 0 0 0 0 0 0 165
"NM_001040610" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_027468" 2 3 1 1 0 1 1 0 1 1 1 3
"NM_001004708" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001178045_4" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001178045_6" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001178045_1" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_073009" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001178045_2" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001098671" 0 0 0 0 0 0 0 0 0 0 0 5
"NM_001098670" 0 0 0 0 0 1 0 0 0 5 0 2
"NM_001098673" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001004703" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001004704" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001004705" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001004706" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001004707" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.731.1" 0 0 0 0 0 0 3 0 11 0 0 1
"NM_013437" 5 70 0 0 0 0 0 0 0 0 22 65
"NM_013434" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_013435" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_013432" 22 33 0 1 0 1 0 5 2 4 36 31
"NM_013433" 0 0 0 0 0 4 0 0 0 0 0 4
"NM_013430" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_013431" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_036052_2" 1 1 0 1 0 1 1 1 1 1 1 1
"NR_110832" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_013438" 69 458 0 17 0 30 38 0 70 15 145 527
"NM_013439" 18 8 0 0 0 0 3 0 0 0 25 17
"NM_001006636" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001006634" 70 58 10 13 0 28 20 21 66 24 172 112
"NM_001006632" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001006630" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001006631" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_015104" 11 25 0 19 0 8 7 0 7 4 36 38
"MSTRG.11850.1" 0 2 0 1 0 1 5 0 22 1 0 5
"NM_015106" 2 41 0 4 0 0 0 0 5 0 7 88
"MSTRG.9217.1" 21 12 0 10 0 7 0 0 0 0 50 19
"NM_015100" 46 59 6 21 0 12 36 0 54 7 97 93
"NM_015101" 4 16 0 0 0 0 0 0 0 0 0 31
"NM_015102" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.19136.1" 0 0 0 0 0 0 7 0 11 0 0 4
"NM_001308187" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.1499.1" 0 0 0 0 0 0 0 21 18 0 0 0
"NM_001082575" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_027411" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_020157" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001308185" 1 25 0 4 0 6 23 0 0 6 4 48
"MSTRG.8166.1" 0 10 0 0 0 0 2 0 9 0 0 25
"MSTRG.5092.1" 2 84 1 0 0 0 9 0 13 0 0 60
"NM_001282406" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001282405" 0 51 0 0 0 0 0 0 0 0 0 0
"NM_001282404" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001282403" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001082577" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001282401" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001282400" 5 7 6 11 0 19 54 0 72 10 8 69
"MSTRG.4442.1" 0 2 0 0 0 0 0 0 8 0 0 0
"NR_037807" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001282409" 0 0 0 0 0 0 0 0 0 0 0 100
"MSTRG.15787.1" 0 10 0 0 0 0 0 0 0 0 0 11
"NM_001082579" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001001412" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001256629" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001256627" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.19917.1" 0 8 0 0 0 0 0 0 0 0 0 3
"NM_001256620" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001256621" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.6847.3" 0 16 0 0 0 0 0 0 0 0 0 0
"NM_001170780" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.19334.1" 0 3 0 0 0 0 2 2 20 0 0 8
"NM_001170782" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001170783" 0 7 0 0 0 0 0 0 5 0 0 3
"MSTRG.2637.1" 0 0 0 0 0 0 0 0 11 0 0 2
"NM_002351" 0 18 0 0 0 0 0 0 0 0 0 9
"NM_001099788" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001099789" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001256449" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_002350" 49 284 22 173 2 183 196 4 243 118 104 410
"NM_001099782" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001099783" 0 0 0 0 0 0 0 0 0 0 0 25
"NM_001099780" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001099781" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001099786" 0 0 0 0 0 0 0 0 0 0 0 1
"NM_001099787" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001099784" 0 37 0 0 0 0 3 0 0 0 4 42
"NM_014859" 0 0 0 9 0 11 38 0 19 8 0 45
"NM_014858" 0 0 0 0 0 0 0 0 0 0 0 12
"NR_106931" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_106930" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_106937" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_106936" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_106935" 0 0 0 0 0 0 0 0 1 0 0 0
"NR_106934" 0 1 0 0 0 0 2 0 0 0 0 1
"NM_014851" 6 97 0 18 0 0 10 0 9 11 25 86
"NM_001166260" 0 0 0 0 0 0 0 0 0 0 0 7
"NM_014853" 0 15 0 0 0 0 6 0 13 0 5 10
"NR_106938" 0 0 0 0 0 0 0 0 0 0 1 0
"NM_014855" 2 21 0 0 0 0 0 0 3 0 6 20
"NM_014857" 14 636 8 10 0 7 6 44 101 10 32 878
"NM_014856" 0 9 0 0 0 2 7 0 22 8 17 27
"MSTRG.15417.1" 0 0 0 0 0 0 0 0 9 0 0 2
"NM_002357" 6 37 3 8 0 4 12 1 37 13 18 50
"NM_006953" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001042519" 0 0 0 0 0 0 18 0 26 0 0 33
"NM_002356" 134 777 0 0 0 3 6 0 0 25 334 658
"NM_021244" 8 410 0 0 0 0 0 0 0 0 29 438
"NM_021245" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001142505" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_021247" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_021240" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.2805.1" 0 0 0 0 0 0 0 0 21 0 0 3
"NM_001142501" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001142500" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.18422.1" 0 0 0 0 0 0 1 0 18 0 0 4
"NM_032470_8" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_021248" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_021249" 49 602 6 16 0 13 31 0 68 4 86 509
"NM_003069" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_012459" 0 0 0 0 0 0 0 0 0 0 0 74
"NM_012458" 71 191 0 0 0 0 0 0 2 8 107 199
"MSTRG.6857.1" 0 11 0 0 2 2 22 0 157 0 0 39
"MSTRG.7446.1" 0 2 0 1 0 1 2 0 21 0 0 7
"NM_012455" 43 236 5 18 0 24 28 52 51 22 106 411
"NM_012454" 0 13 0 0 0 0 0 0 0 0 4 4
"NM_012453" 7 181 0 2 0 0 6 0 16 0 23 192
"NM_012452" 52 21 0 2 0 0 0 0 0 6 74 44
"NM_012451" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_012450" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001303407" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.21420.1" 0 4 0 0 0 0 1 0 6 0 0 10
"NM_001103176" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001302815" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001103170" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_024347" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.19684.1" 0 2 0 0 0 0 11 0 37 0 0 5
"NR_024345" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_024344" 0 0 0 0 0 0 0 0 2 0 0 0
"MSTRG.21628.1" 11 0 0 6 0 7 2 0 2 0 16 3
"NR_024342" 0 2 0 0 0 0 0 0 0 0 0 0
"NR_024341" 0 2 0 0 0 1 1 0 23 0 0 12
"NR_024340" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001286410" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001289698" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001286414" 2 61 0 0 0 1 8 0 20 0 7 19
"NM_001286416" 5 0 0 0 0 3 27 0 22 0 18 227
"NR_024348" 4 11 0 2 0 2 5 0 7 0 10 16
"NM_004090" 4 36 0 4 0 5 6 0 11 0 13 39
"NM_004091" 25 264 0 0 0 0 2 0 0 0 65 236
"NM_004092" 10 175 0 0 0 0 2 0 6 5 14 176
"NM_004093" 0 11 0 0 0 0 0 0 0 0 0 6
"NM_004094" 23 930 0 2 0 2 18 0 24 0 122 863
"NM_004095" 0 38 0 0 0 0 3 0 2 0 84 49
"NM_004096" 8 175 0 8 0 15 110 0 118 4 25 340
"NM_004097" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001201572" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001201573" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_005452_1" 1 2 1 1 0 1 0 0 1 0 4 3
"NM_001201576" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001164475" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.2811.1" 0 1 0 0 0 0 1 0 23 0 0 0
"NM_001201575" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001173464" 4 640 0 0 0 0 7 0 5 0 3 789
"NM_001173465" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001173466" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_184234" 0 0 0 0 0 0 0 0 0 0 0 47
"NM_001173461" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_184231" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001173463" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_023016" 0 0 2 2 0 0 0 0 9 6 0 0
"NM_001173468" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_026893" 0 0 0 0 0 3 4 0 11 0 0 7
"NM_006830" 132 164 0 0 0 0 0 0 5 3 0 202
"NM_006831" 21 70 0 13 0 9 4 0 0 4 24 73
"NM_006832" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.11383.1" 1 1 0 0 0 0 2 0 10 0 0 3
"NM_006834" 0 0 0 0 0 0 0 0 0 0 0 2
"NM_006835" 44 290 0 57 0 70 232 0 295 20 108 616
"NM_006836" 103 604 2 19 0 15 16 0 36 6 166 651
"NM_006837" 25 178 0 4 0 0 5 0 5 0 65 198
"NM_006838" 18 553 0 10 0 6 6 0 13 0 39 895
"NM_006839" 44 118 0 7 0 8 10 0 8 2 73 195
"NR_029578" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_073127" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_026897" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_026643" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_020117" 0 1112 0 0 0 0 4 0 5 0 54 1024
"NM_004547" 0 58 0 0 0 0 0 0 0 0 0 0
"NM_004544" 4 249 0 5 0 4 10 0 7 0 38 367
"NM_004545" 0 410 0 0 0 0 0 0 0 0 0 362
"NM_004542" 0 58 0 0 0 0 0 0 0 0 0 0
"NM_004543" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_004540" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_004541" 0 490 0 0 0 0 0 0 0 0 0 520
"MSTRG.21612.6" 0 0 0 0 0 0 0 0 0 0 0 15
"MSTRG.21612.4" 0 29 0 0 0 0 0 0 0 0 0 35
"MSTRG.21612.5" 0 65 0 0 0 0 0 0 0 0 0 0
"MSTRG.9948.1" 0 6 0 0 0 0 5 0 34 0 0 10
"NM_004548" 0 146 0 0 0 0 0 0 0 0 0 112
"NM_004549" 53 174 0 10 0 0 3 0 0 0 113 175
"NM_198474" 0 3 0 0 0 0 0 0 9 0 0 2
"NM_198475" 0 0 0 0 0 0 0 0 0 0 2 6
"NM_198476" 6 3 0 0 0 0 0 0 0 0 15 10
"NM_198477" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_198471" 0 0 0 0 0 0 0 0 0 0 0 5
"NM_198472" 0 0 0 0 0 0 0 0 3 0 0 25
"MSTRG.2520.5" 1 16 0 4 0 1 4 0 13 3 1 11
"MSTRG.19843.1" 0 0 0 0 0 0 4 0 2 0 0 9
"NM_198478" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_198479" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_014289" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_109987" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001272063" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.19952.1" 0 8 0 0 0 1 12 0 34 0 0 19
"MSTRG.18295.1" 0 0 0 0 0 0 4 0 25 4 0 7
"NM_033258" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.14709.1" 0 0 0 0 0 0 0 0 0 0 0 13
"NR_109984" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001012732" 2 280 0 0 0 2 19 0 32 0 0 183
"MSTRG.557.1" 0 14 0 0 0 0 1 0 98 0 0 7
"MSTRG.626.1" 0 0 0 0 0 0 0 0 11 0 0 0
"MSTRG.1011.1" 157 68 0 12 0 13 4 0 4 5 340 82
"MSTRG.15442.1" 0 0 0 0 0 0 2 0 22 0 0 3
"MSTRG.8404.1" 0 0 0 0 0 0 0 0 13 0 0 0
"NM_001290046" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_021804" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_006643" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001308234" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001040442" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.9642.1" 0 11 0 0 0 0 0 0 0 0 0 2
"MSTRG.15149.1" 0 1 0 0 0 0 0 0 8 0 0 3
"NM_182969" 0 0 0 0 0 0 0 0 8 0 0 39
"MSTRG.17706.1" 0 3 0 0 0 0 0 0 16 0 0 2
"NM_182964" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_182966" 0 0 0 0 0 0 0 0 0 0 0 3
"NM_182961" 0 42 0 0 0 2 14 0 8 0 4 147
"NM_182960" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_182962" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001170407" 0 0 0 0 0 0 0 0 0 0 0 24
"MSTRG.17024.1" 0 0 0 0 0 0 2 0 26 0 0 3
"NM_021007" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_018708" 9 192 0 12 0 14 22 0 29 10 20 224
"NM_007019" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001184823" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_108028" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001184826" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001184824" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001184825" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_007011" 32 173 3 11 0 10 24 0 53 3 71 192
"NM_007010" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001300790_7" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001300790_6" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001300790_1" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_007014" 9 36 138 14 0 6 4 22 4 8 27 77
"NM_001300790_3" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.3985.1" 0 0 0 0 0 0 1 0 11 0 0 0
"NM_001282458" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001285440" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.1005.1" 17 5 0 0 0 0 0 0 0 0 22 12
"NM_001285447" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001285444" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001285445" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001285448" 0 0 0 0 0 0 0 0 0 0 0 3
"NM_001285449" 0 1 0 1 0 0 0 0 1 0 1 1
"NM_001272067" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.14165.5" 9 1 1 5 0 6 0 0 2 0 23 1
"MSTRG.6696.1" 26 38 0 11 0 0 0 0 7 0 46 41
"NR_073121" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001134437" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.8696.1" 0 4 0 0 0 0 1 0 29 0 0 8
"MSTRG.12673.1" 0 1 0 0 0 1 4 0 15 0 0 3
"MSTRG.19715.1" 0 0 0 0 0 0 0 0 11 0 0 2
"NM_002940" 38 877 0 2 0 2 14 0 20 0 37 332
"NM_001134435" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_049855" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.19098.1" 0 0 0 0 0 0 2 0 29 0 0 6
"MSTRG.10470.1" 4 41 0 13 0 13 28 0 28 3 11 120
"NR_073120" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001278168" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_029689" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001134431" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_029688" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_002762" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_110288" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_110289" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_110286" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_110287" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_110284" 0 0 0 0 0 0 0 0 0 0 0 3
"NM_001292016" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_110282" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_110283" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_110280" 0 0 0 0 0 0 0 0 7 0 0 0
"NR_110281" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_029685" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.11175.1" 0 0 0 0 0 0 14 0 4 0 0 19
"NM_031424" 5 11 0 2 0 7 3 0 0 1 15 9
"NM_031427" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.21186.1" 0 14 0 0 0 0 4 0 1 0 1 25
"MSTRG.1399.1" 0 12 0 0 0 0 2 0 0 0 0 0
"NM_031421" 0 3 0 0 0 0 0 0 0 0 3 0
"NM_004750" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_002769" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_126542" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001143668" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001143667" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_029682" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.22502.1" 0 2 0 0 0 0 0 0 9 0 0 2
"NM_001190158" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_080630" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_080631" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_080632" 21 66 0 0 0 6 0 0 7 0 45 81
"NM_001271441" 0 12 0 4 0 0 5 0 9 2 0 8
"NM_001271440" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.1385.1" 0 0 0 0 0 0 0 0 3 0 0 12
"NM_001039165" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001030013" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_034131" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_005676" 0 0 0 0 0 0 0 0 0 0 0 132
"NM_001190489" 6 0 2 8 0 4 0 10 1 4 8 1
"MSTRG.11525.1" 0 2 0 0 0 0 0 0 10 0 0 4
"NR_001298_1" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.5370.1" 0 0 0 0 0 0 0 0 10 0 0 0
"NM_001190484" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001190487" 8 1 2 14 1 9 2 42 3 13 20 2
"NM_001190481" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_126564" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001190482" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_110428" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_152369" 0 0 0 0 0 0 0 0 0 0 0 0
